order_id,order_date,customer_id,product,category,units,unit_price,channel
ORD-50773,2025-03-02,C1105,Rain Shell,outerwear,2,159.09,retail
ORD-50858,2025-03-02,C1117,Headlamp,hardware,8,41.84,web
ORD-51064,2025-03-02,C1139,Expedition Pack 65L,packs,1,350.77,partner
ORD-51193,2025-03-02,C1157,Hiking Sock,apparel,3,18.08,web
ORD-51385,2025-03-02,C1187,Approach Shoe,footwear,7,151.54,Partner
ORD-51491,2025-03-02,C1202,Trail Runner,footwear,11,127.01,retail
ORD-51528,2025-03-02,C1208,Down Jacket,outerwear,4,223.7,web
ORD-51703,2025-03-02,C1235,Expedition Pack 65L,packs,,340.35,web
ORD-52064,2025-03-02,C1282,Down Jacket,outerwear,1,230.16,web
ORD-52160,2025-03-02,C1295,Expedition Pack 65L,packs,,341.58,retail
ORD-52183,2025-03-02,C1296,Down Jacket,outerwear,9,218.88,Retail
ORD-52207,2025-03-02,C1298,Trail Runner,footwear,7,125.22,web
ORD-52207,2025-03-02,C1298,Trail Runner,footwear,7,125.22,web
ORD-52244,2025-03-02,C1302,Hiking Sock,apparel,1,18.47,partner
ORD-52441,2025-03-02,C1327,Expedition Pack 65L,packs,9,333.26,web
ORD-52675,2025-03-02,C1363,Daypack 22L,packs,1,110.58,Partner
ORD-50035,2025-03-03,C1007,Trekking Poles,hardware,5,95.84,web
ORD-50073,2025-03-03,C1015,Trail Runner,footwear,3,130.07,web
ORD-50352,2025-03-03,C1056,Hiking Sock,apparel,3,17.84,retail
ORD-50746,2025-03-03,C1101,Rain Shell,outerwear,8,156.18,web
ORD-50851,2025-03-03,C1117,Expedition Pack 65L,packs,8,353.09,web
ORD-50895,2025-03-03,C1121,Approach Shoe,footwear,4,155.36,web
ORD-51033,2025-03-03,C1137,Hiking Sock,apparel,10,17.88,web
ORD-51204,2025-03-03,C1160,Hiking Sock,apparel,4,18.97,Partner
ORD-51535,2025-03-03,C1210,Rain Shell,outerwear,2,155.05,web
ORD-51692,2025-03-03,C1232,Headlamp,hardware,6,42.63,web
ORD-52097,2025-03-03,C1286,Approach Shoe,footwear,3,151.08, retail
ORD-52834,2025-03-03,C1388,Base Layer,apparel,3,50.29,Web
ORD-52907,2025-03-03,C1397,Daypack 22L,packs,8,111.2,Retail
ORD-50332,2025-03-04,C1053,Down Jacket,outerwear,2,231.51,partner
ORD-50611,2025-03-04,C1086,Trekking Poles,hardware,5,93.54,retail
ORD-50652,2025-03-04,C1091,Down Jacket,outerwear,4,223.23,retail
ORD-51399,2025-03-04,C1190,Base Layer,apparel,1,48.86,web
ORD-51424,2025-03-04,C1196,Approach Shoe,footwear,3,152.12,Web
ORD-51579,2025-03-04,C1220,Trekking Poles,hardware,2,98.9,WEB 
ORD-51679,2025-03-04,C1231,Rain Shell,outerwear,1,152.4,partner
ORD-51720,2025-03-04,C1239,Approach Shoe,footwear,1,151.49,retail
ORD-52432,2025-03-04,C1327,Trail Runner,footwear,11,123.27,web
ORD-52632,2025-03-04,C1357,Trekking Poles,hardware,2,95.1,web
ORD-52689,2025-03-04,C1365,Daypack 22L,packs,2,110.92,Partner
ORD-52757,2025-03-04,C1376,Base Layer,apparel,9,49.4,retail
ORD-52851,2025-03-04,C1389,Daypack 22L,packs,5,109.53,Retail
ORD-52891,2025-03-04,C1397,Down Jacket,outerwear,10,217.78,retail
ORD-50573,2025-03-05,C1083,Hiking Sock,apparel,4,18.61,partner
ORD-50941,2025-03-05,C1126,Daypack 22L,packs,4,115.34,web
ORD-51044,2025-03-05,C1137,Hiking Sock,apparel,7,19.07,partner
ORD-51103,2025-03-05,C1147,Down Jacket,outerwear,4,218.03,retail
ORD-51276,2025-03-05,C1170,Base Layer,apparel,1,50.72,Retail
ORD-51788,2025-03-05,C1249,Headlamp,hardware,6,42.91,retail
ORD-51856,2025-03-05,C1256,Down Jacket,outerwear,1,217.1,web
ORD-52682,2025-03-05,C1365,Hiking Sock,apparel,5,18.71,web
ORD-52830,2025-03-05,C1388,Base Layer,apparel,,50.86,retail
ORD-52857,2025-03-05,C1389,Approach Shoe,footwear,10,149.28,Web
ORD-50120,2025-03-06,C1021,Trekking Poles,hardware,3,95.44,web
ORD-50142,2025-03-06,C1024,Expedition Pack 65L,packs,5,345.78,WEB 
ORD-50197,2025-03-06,C1036,Base Layer,apparel,1,51.62,Web
ORD-50228,2025-03-06,C1039,Rain Shell,outerwear,,160.59,Partner
ORD-50394,2025-03-06,C1060,Daypack 22L,packs,2,113.84,web
ORD-50414,2025-03-06,C1064,Rain Shell,outerwear,2,160.64,retail
ORD-50472,2025-03-06,C1067,Hiking Sock,apparel,3,18.26,partner
ORD-50736,2025-03-06,C1101,Hiking Sock,apparel,12,18.35,partner
ORD-50797,2025-03-06,C1109,Headlamp,hardware,1,42.18,retail
ORD-51759,2025-03-06,C1244,Daypack 22L,packs,2,115.53,web
ORD-51864,2025-03-06,C1258,Hiking Sock,apparel,2,18.26,Web
ORD-51949,2025-03-06,C1265,Trail Runner,footwear,4,127.26,WEB 
ORD-52169,2025-03-06,C1295,Down Jacket,outerwear,5,222.67,web
ORD-52337,2025-03-06,C1312,Trail Runner,footwear,3,125.07,retail
ORD-52366,2025-03-06,C1318,Hiking Sock,apparel,5,19.05,web
ORD-52433,2025-03-06,C1327,Daypack 22L,packs,6,108.94,WEB 
ORD-52433,2025-03-06,C1327,Daypack 22L,packs,6,108.94,WEB 
ORD-52570,2025-03-06,C1349,Down Jacket,outerwear,3,217.24,retail
ORD-50699,2025-03-07,C1097,Down Jacket,outerwear,8,219.19,Retail
ORD-50708,2025-03-07,C1097,Hiking Sock,apparel,9,19.08,Retail
ORD-50942,2025-03-07,C1127,Expedition Pack 65L,packs,1,341.59,web
ORD-51082,2025-03-07,C1143,Approach Shoe,footwear,1,158.79,web
ORD-51780,2025-03-07,C1249,Hiking Sock,apparel,3,19.0,retail
ORD-52088,2025-03-07,C1284,Trail Runner,footwear,9,123.0,retail
ORD-52116,2025-03-07,C1288,Down Jacket,outerwear,1,221.01,web
ORD-52234,2025-03-07,C1301,Expedition Pack 65L,packs,9,350.98,WEB 
ORD-52816,2025-03-07,C1385,Trekking Poles,hardware,1,98.25,Partner
ORD-50172,2025-03-08,C1030,Trail Runner,footwear,2,124.6,web
ORD-50290,2025-03-08,C1045,Approach Shoe,footwear,3,151.32,retail
ORD-50431,2025-03-08,C1064,Expedition Pack 65L,packs,4,334.2,Retail
ORD-50478,2025-03-08,C1068,Down Jacket,outerwear,1,229.25,retail
ORD-50629,2025-03-08,C1089,Base Layer,apparel,4,48.6,partner
ORD-50972,2025-03-08,C1128,Headlamp,hardware,13,40.74,Retail
ORD-51308,2025-03-08,C1175,Trekking Poles,hardware,7,97.32,web
ORD-51328,2025-03-08,C1178,Expedition Pack 65L,packs,2,330.38,Web
ORD-51766,2025-03-08,C1246,Base Layer,apparel,2,51.8,Web
ORD-52162,2025-03-08,C1295,Down Jacket,outerwear,2,232.74,retail
ORD-52439,2025-03-08,C1327,Base Layer,apparel,7,51.59,web
ORD-52482,2025-03-08,C1338,Daypack 22L,packs,3,110.68, retail
ORD-50125,2025-03-09,C1021,Trail Runner,footwear,1,133.01,web
ORD-50175,2025-03-09,C1032,Approach Shoe,footwear,1,153.11,web
ORD-50666,2025-03-09,C1093,Approach Shoe,footwear,3,155.46,partner
ORD-50733,2025-03-09,C1101,Trail Runner,footwear,12,132.75,partner
ORD-50896,2025-03-09,C1121,Approach Shoe,footwear,2,153.84, retail
ORD-51465,2025-03-09,C1200,Approach Shoe,footwear,1,152.74,Retail
ORD-51783,2025-03-09,C1249,Hiking Sock,apparel,5,18.5, retail
ORD-52065,2025-03-09,C1283,Rain Shell,outerwear,1,155.06,web
ORD-52128,2025-03-09,C1289,Base Layer,apparel,11,49.28,Web
ORD-52246,2025-03-09,C1302,Trekking Poles,hardware,2,96.8,web
ORD-52331,2025-03-09,C1312,Hiking Sock,apparel,6,17.78,partner
ORD-52543,2025-03-09,C1345,Rain Shell,outerwear,4,157.09,web
ORD-52895,2025-03-09,C1397,Hiking Sock,apparel,7,18.1,partner
ORD-50008,2025-03-10,C1004,Trail Runner,footwear,1,128.25,retail
ORD-50268,2025-03-10,C1042,Down Jacket,outerwear,3,221.19,retail
ORD-50615,2025-03-10,C1087,Expedition Pack 65L,packs,1,349.2,retail
ORD-50745,2025-03-10,C1101,Trekking Poles,hardware,5,99.42,web
ORD-50772,2025-03-10,C1105,Rain Shell,outerwear,1,154.3,partner
ORD-50784,2025-03-10,C1107,Hiking Sock,apparel,2,18.12,WEB 
ORD-51120,2025-03-10,C1151,Daypack 22L,packs,9,109.89,web
ORD-51257,2025-03-10,C1167,Rain Shell,outerwear,4,158.26,retail
ORD-51532,2025-03-10,C1209,Base Layer,apparel,1,51.2,WEB 
ORD-51621,2025-03-10,C1223,Down Jacket,outerwear,5,232.38,Partner
ORD-52191,2025-03-10,C1296,Rain Shell,outerwear,11,159.44,WEB 
ORD-52214,2025-03-10,C1298,Down Jacket,outerwear,3,225.68,web
ORD-52228,2025-03-10,C1301,Headlamp,hardware,7,42.35,partner
ORD-52362,2025-03-10,C1317,Expedition Pack 65L,packs,2,351.28,web
ORD-52631,2025-03-10,C1357,Trail Runner,footwear,5,131.43,Retail
ORD-52679,2025-03-10,C1364,Down Jacket,outerwear,1,232.84,web
ORD-52843,2025-03-10,C1389,Base Layer,apparel,10,49.76,Partner
ORD-50056,2025-03-11,C1012,Trekking Poles,hardware,2,92.61,retail
ORD-50605,2025-03-11,C1084,Headlamp,hardware,8,42.46,Partner
ORD-50787,2025-03-11,C1107,Hiking Sock,apparel,2,17.98,retail
ORD-51124,2025-03-11,C1151,Rain Shell,outerwear,6,159.38,Retail
ORD-51515,2025-03-11,C1206,Rain Shell,outerwear,2,158.95,Web
ORD-51789,2025-03-11,C1249,Daypack 22L,packs,7,111.56,web
ORD-51825,2025-03-11,C1254,Daypack 22L,packs,8,116.26,Web
ORD-52084,2025-03-11,C1284,Hiking Sock,apparel,10,18.33,web
ORD-52360,2025-03-11,C1317,Headlamp,hardware,3,41.0,web
ORD-52696,2025-03-11,C1366,Rain Shell,outerwear,1,157.45,partner
ORD-52837,2025-03-11,C1389,Approach Shoe,footwear,6,148.74,retail
ORD-50089,2025-03-12,C1018,Rain Shell,outerwear,1,156.77,Retail
ORD-50198,2025-03-12,C1036,Approach Shoe,footwear,3,158.52, retail
ORD-50420,2025-03-12,C1064,Approach Shoe,footwear,3,159.32,retail
ORD-50421,2025-03-12,C1064,Trekking Poles,hardware,5,96.42,retail
ORD-50953,2025-03-12,C1128,Base Layer,apparel,11,51.01,retail
ORD-51070,2025-03-12,C1140,Rain Shell,outerwear,3,157.13, retail
ORD-51194,2025-03-12,C1157,Expedition Pack 65L,packs,4,343.75, retail
ORD-51472,2025-03-12,C1202,Trekking Poles,hardware,9,92.34,partner
ORD-51785,2025-03-12,C1249,Expedition Pack 65L,packs,3,327.39,web
ORD-52218,2025-03-12,C1300,Trail Runner,footwear,2,130.26,Retail
ORD-52250,2025-03-12,C1303,Approach Shoe,footwear,6,150.61,partner
ORD-52555,2025-03-12,C1348,Rain Shell,outerwear,4,159.0,retail
ORD-50166,2025-03-13,C1029,Daypack 22L,packs,1,109.82,Web
ORD-50171,2025-03-13,C1030,Rain Shell,outerwear,1,158.38,web
ORD-50387,2025-03-13,C1058,Trekking Poles,hardware,1,93.84, retail
ORD-50598,2025-03-13,C1084,Expedition Pack 65L,packs,5,344.71,retail
ORD-50643,2025-03-13,C1090,Base Layer,apparel,5,48.38,partner
ORD-50740,2025-03-13,C1101,Down Jacket,outerwear,5,227.51,Partner
ORD-50774,2025-03-13,C1105,Approach Shoe,footwear,1,149.06,web
ORD-50799,2025-03-13,C1109,Rain Shell,outerwear,1,158.4,Retail
ORD-51051,2025-03-13,C1138,Trekking Poles,hardware,,97.33,Retail
ORD-51263,2025-03-13,C1167,Base Layer,apparel,9,48.71,Partner
ORD-51387,2025-03-13,C1187,Trail Runner,footwear,10,129.52,web
ORD-51851,2025-03-13,C1255,Trekking Poles,hardware,4,96.99,Partner
ORD-51936,2025-03-13,C1265,Base Layer,apparel,6,48.29,web
ORD-52035,2025-03-13,C1275,Headlamp,hardware,2,41.12,Partner
ORD-52702,2025-03-13,C1367,Expedition Pack 65L,packs,1,352.94,web
ORD-52897,2025-03-13,C1397,Headlamp,hardware,,40.66,web
ORD-52919,2025-03-13,C1399,Rain Shell,outerwear,4,154.63,Retail
ORD-50550,2025-03-14,C1080,Hiking Sock,apparel,1,19.05,web
ORD-50689,2025-03-14,C1097,Trekking Poles,hardware,8,96.08,Partner
ORD-50725,2025-03-14,C1100,Hiking Sock,apparel,3,18.72,web
ORD-50898,2025-03-14,C1122,Base Layer,apparel,1,48.59,Retail
ORD-51118,2025-03-14,C1151,Expedition Pack 65L,packs,3,335.25,web
ORD-52101,2025-03-14,C1287,Trekking Poles,hardware,11,99.18,retail
ORD-52289,2025-03-14,C1305,Headlamp,hardware,5,41.68,web
ORD-52549,2025-03-14,C1346,Down Jacket,outerwear,1,231.84,WEB 
ORD-52561,2025-03-14,C1348,Expedition Pack 65L,packs,,347.57,web
ORD-52775,2025-03-14,C1379,Expedition Pack 65L,packs,9,344.43,web
ORD-50278,2025-03-15,C1044,Expedition Pack 65L,packs,6,344.22,Retail
ORD-50393,2025-03-15,C1060,Daypack 22L,packs,1,107.62,web
ORD-50447,2025-03-15,C1065,Rain Shell,outerwear,8,149.41,web
ORD-50510,2025-03-15,C1074,Trail Runner,footwear,1,130.44,web
ORD-50700,2025-03-15,C1097,Expedition Pack 65L,packs,8,350.67,web
ORD-51053,2025-03-15,C1138,Rain Shell,outerwear,10,152.05,retail
ORD-51392,2025-03-15,C1189,Hiking Sock,apparel,1,18.4,partner
ORD-51400,2025-03-15,C1190,Approach Shoe,footwear,1,156.86,retail
ORD-51450,2025-03-15,C1199,Approach Shoe,footwear,13,150.26,Retail
ORD-51847,2025-03-15,C1255,Base Layer,apparel,1,48.62,retail
ORD-51870,2025-03-15,C1260,Rain Shell,outerwear,11,155.63,retail
ORD-50167,2025-03-16,C1029,Approach Shoe,footwear,1,150.95,partner
ORD-50644,2025-03-16,C1090,Hiking Sock,apparel,4,18.28,web
ORD-50696,2025-03-16,C1097,Trekking Poles,hardware,11,94.33,retail
ORD-50855,2025-03-16,C1117,Trail Runner,footwear,8,127.47,WEB 
ORD-51405,2025-03-16,C1191,Base Layer,apparel,1,49.54,partner
ORD-52196,2025-03-16,C1296,Hiking Sock,apparel,8,18.73,web
ORD-52277,2025-03-16,C1304,Headlamp,hardware,3,42.79,web
ORD-52381,2025-03-16,C1321,Expedition Pack 65L,packs,1,343.7,retail
ORD-52395,2025-03-16,C1323,Approach Shoe,footwear,1,152.6,web
ORD-50199,2025-03-17,C1036,Trail Runner,footwear,1,123.33,retail
ORD-50594,2025-03-17,C1084,Expedition Pack 65L,packs,9,344.73,retail
ORD-50912,2025-03-17,C1123,Down Jacket,outerwear,1,225.4,Retail
ORD-50912,2025-03-17,C1123,Down Jacket,outerwear,1,225.4,Retail
ORD-51061,2025-03-17,C1138,Trekking Poles,hardware,15,96.89,web
ORD-51165,2025-03-17,C1156,Trekking Poles,hardware,,95.73,Retail
ORD-51232,2025-03-17,C1164,Hiking Sock,apparel,3,18.72,web
ORD-51726,2025-03-17,C1239,Trekking Poles,hardware,6,92.25,web
ORD-51738,2025-03-17,C1240,Approach Shoe,footwear,2,149.07,web
ORD-51740,2025-03-17,C1241,Base Layer,apparel,2,48.6,Web
ORD-52644,2025-03-17,C1358,Trail Runner,footwear,3,131.87, retail
ORD-52677,2025-03-17,C1364,Base Layer,apparel,2,50.77,web
ORD-52894,2025-03-17,C1397,Expedition Pack 65L,packs,6,342.41,WEB 
ORD-50173,2025-03-18,C1031,Down Jacket,outerwear,2,231.72,web
ORD-50441,2025-03-18,C1064,Trekking Poles,hardware,5,92.87,WEB 
ORD-50909,2025-03-18,C1123,Rain Shell,outerwear,4,152.81,web
ORD-51058,2025-03-18,C1138,Hiking Sock,apparel,10,17.77,Retail
ORD-51100,2025-03-18,C1147,Headlamp,hardware,2,40.86,Partner
ORD-51587,2025-03-18,C1221,Trekking Poles,hardware,9,97.07,retail
ORD-51645,2025-03-18,C1227,Expedition Pack 65L,packs,3,349.53,Web
ORD-52222,2025-03-18,C1301,Headlamp,hardware,6,41.08,web
ORD-52692,2025-03-18,C1366,Expedition Pack 65L,packs,1,342.54,retail
ORD-52811,2025-03-18,C1384,Base Layer,apparel,2,48.97,web
ORD-50849,2025-03-19,C1117,Headlamp,hardware,5,41.86,partner
ORD-51335,2025-03-19,C1179,Daypack 22L,packs,3,112.99,Retail
ORD-51356,2025-03-19,C1183,Hiking Sock,apparel,2,18.36,retail
ORD-51915,2025-03-19,C1264,Headlamp,hardware,1,41.6,web
ORD-51922,2025-03-19,C1265,Trail Runner,footwear,9,130.92,retail
ORD-52083,2025-03-19,C1284,Approach Shoe,footwear,6,155.94,web
ORD-52546,2025-03-19,C1345,Expedition Pack 65L,packs,4,345.55,partner
ORD-52705,2025-03-19,C1367,Down Jacket,outerwear,2,218.58,Retail
ORD-52740,2025-03-19,C1374,Base Layer,apparel,2,50.82,retail
ORD-52806,2025-03-19,C1384,Headlamp,hardware,3,43.06,Web
ORD-50221,2025-03-20,C1039,Trekking Poles,hardware,12,94.68,web
ORD-50690,2025-03-20,C1097,Trail Runner,footwear,7,131.05,partner
ORD-50812,2025-03-20,C1111,Rain Shell,outerwear,2,159.07, retail
ORD-50868,2025-03-20,C1117,Trail Runner,footwear,9,129.77,retail
ORD-51031,2025-03-20,C1137,Daypack 22L,packs,8,111.92,web
ORD-51062,2025-03-20,C1138,Trail Runner,footwear,13,131.81,Partner
ORD-52274,2025-03-20,C1304,Headlamp,hardware,1,40.94, retail
ORD-52473,2025-03-20,C1336,Trekking Poles,hardware,1,99.06,Retail
ORD-52519,2025-03-20,C1343,Headlamp,hardware,8,40.65,retail
ORD-52824,2025-03-20,C1387,Trail Runner,footwear,1,130.8,retail
ORD-50274,2025-03-21,C1042,Approach Shoe,footwear,7,157.83,Retail
ORD-50418,2025-03-21,C1064,Expedition Pack 65L,packs,3,353.36,Partner
ORD-50612,2025-03-21,C1086,Base Layer,apparel,2,48.05,partner
ORD-50634,2025-03-21,C1089,Rain Shell,outerwear,4,151.12,Retail
ORD-50710,2025-03-21,C1097,Base Layer,apparel,12,51.91,retail
ORD-50820,2025-03-21,C1112,Base Layer,apparel,2,50.74,retail
ORD-50873,2025-03-21,C1118,Hiking Sock,apparel,5,17.81,retail
ORD-51048,2025-03-21,C1138,Daypack 22L,packs,12,114.46,Web
ORD-51157,2025-03-21,C1156,Trail Runner,footwear,6,125.36,retail
ORD-51561,2025-03-21,C1216,Daypack 22L,packs,1,109.79,retail
ORD-52176,2025-03-21,C1296,Headlamp,hardware,,43.13,web
ORD-52221,2025-03-21,C1301,Headlamp,hardware,7,40.42,web
ORD-52369,2025-03-21,C1318,Base Layer,apparel,6,49.31,Retail
ORD-52468,2025-03-21,C1334,Expedition Pack 65L,packs,1,329.64,web
ORD-50638,2025-03-22,C1090,Base Layer,apparel,4,51.44,Retail
ORD-51433,2025-03-22,C1197,Expedition Pack 65L,packs,,342.99,web
ORD-51512,2025-03-22,C1206,Trail Runner,footwear,6,123.86,Partner
ORD-51558,2025-03-22,C1216,Hiking Sock,apparel,1,18.65,partner
ORD-51713,2025-03-22,C1238,Headlamp,hardware,1,42.05,retail
ORD-51791,2025-03-22,C1249,Hiking Sock,apparel,4,18.59,partner
ORD-52137,2025-03-22,C1289,Daypack 22L,packs,7,114.27,Retail
ORD-52379,2025-03-22,C1321,Trail Runner,footwear,1,132.55, retail
ORD-52472,2025-03-22,C1335,Rain Shell,outerwear,2,159.72,retail
ORD-52550,2025-03-22,C1346,Daypack 22L,packs,1,108.32,Web
ORD-52739,2025-03-22,C1374,Rain Shell,outerwear,1,158.28,retail
ORD-50195,2025-03-23,C1036,Approach Shoe,footwear,6,153.59,web
ORD-50674,2025-03-23,C1094,Down Jacket,outerwear,1,221.86,web
ORD-50949,2025-03-23,C1128,Rain Shell,outerwear,9,149.12,Web
ORD-51137,2025-03-23,C1151,Rain Shell,outerwear,4,155.54,WEB 
ORD-51188,2025-03-23,C1157,Expedition Pack 65L,packs,3,329.31,web
ORD-51325,2025-03-23,C1178,Expedition Pack 65L,packs,1,330.22,retail
ORD-51483,2025-03-23,C1202,Trekking Poles,hardware,20,98.52,web
ORD-51530,2025-03-23,C1209,Trail Runner,footwear,1,128.07,Retail
ORD-51661,2025-03-23,C1230,Trail Runner,footwear,11,126.01,retail
ORD-51798,2025-03-23,C1251,Expedition Pack 65L,packs,2,332.54,Retail
ORD-51860,2025-03-23,C1257,Rain Shell,outerwear,2,149.47,retail
ORD-52081,2025-03-23,C1284,Rain Shell,outerwear,7,160.77,Retail
ORD-52184,2025-03-23,C1296,Hiking Sock,apparel,15,18.34,Retail
ORD-52347,2025-03-23,C1315,Down Jacket,outerwear,1,225.06,Partner
ORD-52623,2025-03-23,C1355,Base Layer,apparel,1,48.3,web
ORD-52748,2025-03-23,C1376,Trekking Poles,hardware,11,95.47,Web
ORD-50032,2025-03-24,C1006,Down Jacket,outerwear,1,225.55,Web
ORD-50145,2025-03-24,C1025,Base Layer,apparel,3,51.21,web
ORD-50423,2025-03-24,C1064,Base Layer,apparel,4,51.08,retail
ORD-50557,2025-03-24,C1080,Rain Shell,outerwear,1,158.2,web
ORD-50770,2025-03-24,C1104,Daypack 22L,packs,,109.48,retail
ORD-50966,2025-03-24,C1128,Down Jacket,outerwear,3,220.53,retail
ORD-51138,2025-03-24,C1151,Trail Runner,footwear,9,126.7,Web
ORD-51497,2025-03-24,C1203,Rain Shell,outerwear,3,159.49,web
ORD-51502,2025-03-24,C1204,Approach Shoe,footwear,3,155.35,retail
ORD-51573,2025-03-24,C1219,Trekking Poles,hardware,1,97.95,web
ORD-51848,2025-03-24,C1255,Trekking Poles,hardware,3,93.95,web
ORD-51918,2025-03-24,C1264,Approach Shoe,footwear,1,151.71,Retail
ORD-52095,2025-03-24,C1286,Headlamp,hardware,1,41.92,Web
ORD-52236,2025-03-24,C1301,Daypack 22L,packs,6,109.44,partner
ORD-52405,2025-03-24,C1324,Down Jacket,outerwear,7,226.48,retail
ORD-50082,2025-03-25,C1017,Hiking Sock,apparel,3,18.4,Retail
ORD-50329,2025-03-25,C1053,Trekking Poles,hardware,,92.39,partner
ORD-50435,2025-03-25,C1064,Daypack 22L,packs,8,112.17,Retail
ORD-50575,2025-03-25,C1083,Base Layer,apparel,5,49.81,retail
ORD-50630,2025-03-25,C1089,Base Layer,apparel,3,51.42,WEB 
ORD-50742,2025-03-25,C1101,Daypack 22L,packs,8,107.75,Web
ORD-50759,2025-03-25,C1103,Daypack 22L,packs,2,112.99,retail
ORD-51050,2025-03-25,C1138,Approach Shoe,footwear,8,159.63,partner
ORD-51289,2025-03-25,C1173,Trekking Poles,hardware,,98.75,Web
ORD-51406,2025-03-25,C1191,Down Jacket,outerwear,1,232.05,Web
ORD-51554,2025-03-25,C1214,Approach Shoe,footwear,4,147.87,Web
ORD-51897,2025-03-25,C1261,Approach Shoe,footwear,3,156.4,Retail
ORD-51924,2025-03-25,C1265,Approach Shoe,footwear,8,155.64,web
ORD-52121,2025-03-25,C1289,Approach Shoe,footwear,12,156.11,Retail
ORD-52224,2025-03-25,C1301,Base Layer,apparel,9,48.33,web
ORD-52410,2025-03-25,C1324,Trail Runner,footwear,10,123.49,Web
ORD-52518,2025-03-25,C1343,Daypack 22L,packs,,113.19,web
ORD-52792,2025-03-25,C1379,Headlamp,hardware,12,41.11,Partner
ORD-52796,2025-03-25,C1380,Approach Shoe,footwear,1,149.22,web
ORD-50284,2025-03-26,C1044,Expedition Pack 65L,packs,6,343.51,Retail
ORD-50561,2025-03-26,C1081,Rain Shell,outerwear,4,153.77,web
ORD-50698,2025-03-26,C1097,Base Layer,apparel,10,50.64,web
ORD-51160,2025-03-26,C1156,Approach Shoe,footwear,4,155.65,retail
ORD-51477,2025-03-26,C1202,Approach Shoe,footwear,11,156.19,Retail
ORD-51959,2025-03-26,C1268,Trail Runner,footwear,2,128.26,partner
ORD-52060,2025-03-26,C1282,Trail Runner,footwear,3,123.35,Web
ORD-52130,2025-03-26,C1289,Down Jacket,outerwear,10,223.66,retail
ORD-52556,2025-03-26,C1348,Expedition Pack 65L,packs,3,334.95,WEB 
ORD-52659,2025-03-26,C1359,Rain Shell,outerwear,4,152.17,Retail
ORD-52693,2025-03-26,C1366,Rain Shell,outerwear,2,155.06,web
ORD-52879,2025-03-26,C1393,Trekking Poles,hardware,3,96.99,web
ORD-50011,2025-03-27,C1005,Trail Runner,footwear,6,126.66,web
ORD-50395,2025-03-27,C1060,Base Layer,apparel,2,50.39,Retail
ORD-50636,2025-03-27,C1089,Headlamp,hardware,4,42.5,retail
ORD-51036,2025-03-27,C1137,Daypack 22L,packs,8,114.53,partner
ORD-51261,2025-03-27,C1167,Approach Shoe,footwear,9,149.78,Web
ORD-51541,2025-03-27,C1211,Trail Runner,footwear,2,123.88,web
ORD-51590,2025-03-27,C1221,Base Layer,apparel,10,50.56,Web
ORD-51804,2025-03-27,C1252,Trekking Poles,hardware,3,99.55,Retail
ORD-51836,2025-03-27,C1254,Expedition Pack 65L,packs,11,330.63,web
ORD-51966,2025-03-27,C1269,Hiking Sock,apparel,1,18.09,web
ORD-52180,2025-03-27,C1296,Trekking Poles,hardware,14,93.57,web
ORD-52188,2025-03-27,C1296,Rain Shell,outerwear,6,150.72,partner
ORD-52667,2025-03-27,C1361,Rain Shell,outerwear,7,150.18,retail
ORD-50176,2025-03-28,C1033,Down Jacket,outerwear,3,230.49,retail
ORD-50667,2025-03-28,C1093,Trekking Poles,hardware,5,99.38,retail
ORD-50854,2025-03-28,C1117,Rain Shell,outerwear,5,150.15,web
ORD-50883,2025-03-28,C1119,Trekking Poles,hardware,5,96.73,web
ORD-51109,2025-03-28,C1148,Base Layer,apparel,2,48.18,Web
ORD-51312,2025-03-28,C1175,Headlamp,hardware,5,41.36,web
ORD-51407,2025-03-28,C1192,Rain Shell,outerwear,3,160.21,web
ORD-51823,2025-03-28,C1254,Trail Runner,footwear,18,131.25,web
ORD-51891,2025-03-28,C1260,Down Jacket,outerwear,11,219.7,retail
ORD-52418,2025-03-28,C1326,Trekking Poles,hardware,5,93.7,partner
ORD-52469,2025-03-28,C1334,Rain Shell,outerwear,1,157.71,web
ORD-52474,2025-03-28,C1336,Approach Shoe,footwear,2,155.91,web
ORD-52523,2025-03-28,C1343,Daypack 22L,packs,10,114.46,web
ORD-52638,2025-03-28,C1357,Expedition Pack 65L,packs,3,335.92,web
ORD-50153,2025-03-29,C1026,Approach Shoe,footwear,1,148.05,partner
ORD-50396,2025-03-29,C1060,Down Jacket,outerwear,1,218.35,Web
ORD-50429,2025-03-29,C1064,Trekking Poles,hardware,9,98.46,web
ORD-50586,2025-03-29,C1084,Base Layer,apparel,11,51.8,Partner
ORD-50642,2025-03-29,C1090,Daypack 22L,packs,5,109.33,Retail
ORD-50680,2025-03-29,C1095,Trekking Poles,hardware,1,93.35,WEB 
ORD-50686,2025-03-29,C1097,Rain Shell,outerwear,12,150.16,retail
ORD-50707,2025-03-29,C1097,Headlamp,hardware,8,42.49,Retail
ORD-50850,2025-03-29,C1117,Trekking Poles,hardware,7,95.17,retail
ORD-51116,2025-03-29,C1151,Hiking Sock,apparel,14,18.8,partner
ORD-51150,2025-03-29,C1154,Down Jacket,outerwear,4,230.65,Web
ORD-51352,2025-03-29,C1183,Approach Shoe,footwear,3,160.08,web
ORD-52141,2025-03-29,C1290,Daypack 22L,packs,1,112.9,retail
